526  ,  2.00  ,  9.77  ,  0.16  ,  162.76
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
522  ,  -2.00  ,  -9.77  ,  -0.16  ,  -162.76
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
520  ,  -4.00  ,  -19.53  ,  -0.33  ,  -325.52
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
529  ,  5.00  ,  24.41  ,  0.41  ,  406.90
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
522  ,  -2.00  ,  -9.77  ,  -0.16  ,  -162.76
528  ,  4.00  ,  19.53  ,  0.33  ,  325.52
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
522  ,  -2.00  ,  -9.77  ,  -0.16  ,  -162.76
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
522  ,  -2.00  ,  -9.77  ,  -0.16  ,  -162.76
522  ,  -2.00  ,  -9.77  ,  -0.16  ,  -162.76
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
521  ,  -3.00  ,  -14.65  ,  -0.24  ,  -244.14
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
517  ,  -7.00  ,  -34.18  ,  -0.57  ,  -569.66
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
522  ,  -2.00  ,  -9.77  ,  -0.16  ,  -162.76
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
523  ,  -1.00  ,  -4.88  ,  -0.08  ,  -81.38
525  ,  1.00  ,  4.88  ,  0.08  ,  81.38
